"Fp2-F4"	"F4-C4"	"C4-P4"	"P4-O2"	"Fp1-F3"	"F3-C3"	"C3-P3"	"P3-O1"	"Fp2-F8"	"F8-T4"	"T4-T6"	"T6-O2"	"Fp1-F7"	"F7-T3"	"T3-T5"	"T5-O1"	"Fz-Cz"	"Cz-Pz"	"t"	"seizure"
4.5174	3.5135	5.6886	20.0773	-3.8482	8.7002	14.3888	52.2011	9.3694	3.3462	12.381	8.7002	0	15.8946	22.4197	33.1276	1.5058	12.0464	4004.7969	0
0.6692	6.5251	7.3617	10.3733	1.8404	11.2098	21.7504	53.5396	5.5213	4.852	10.5406	4.0155	2.175	19.5754	29.6141	36.9758	3.8482	20.9139	4004.8125	0
-7.0271	8.8675	8.1982	3.5135	10.3733	16.2292	28.4429	64.4148	0.3346	0.6692	6.1905	6.3578	16.7311	20.5793	35.47	46.6798	5.6886	27.941	4004.8281	0
4.0155	8.3656	8.8675	15.3926	-5.0193	21.7504	27.7736	68.9322	8.5329	-2.175	-2.175	32.4584	3.5135	24.2601	35.8046	49.8587	8.0309	25.0967	4004.8438	0
-3.6808	12.883	11.7118	27.7736	5.5213	22.2524	27.1044	43.3336	-1.3385	-1.1712	3.5135	47.6837	11.5445	21.5831	24.0928	40.9912	16.2292	26.4352	4004.8594	0
1.1712	18.0696	15.2253	37.4777	11.5445	24.5947	26.4352	24.0928	3.8482	0.5019	5.0193	62.5744	13.2176	20.7466	21.9178	30.7852	25.5986	31.7891	4004.875	0
7.8636	21.5831	15.5599	29.2794	-8.1982	29.4468	25.0967	23.9255	8.1982	4.6847	13.5522	47.851	-2.8443	21.2485	21.2485	30.6179	32.6257	32.6257	4004.8906	0
-2.175	26.2678	16.0619	17.5677	10.3733	24.762	17.5677	36.1392	-1.6731	11.7118	24.2601	23.4236	12.883	16.8984	5.8559	53.2049	37.3104	27.7736	4004.9062	0
4.3501	23.5909	13.8868	16.5638	3.8482	20.412	13.3849	41.3259	6.0232	13.8868	26.6025	11.8791	4.3501	17.5677	9.2021	47.851	29.6141	24.0928	4004.9219	0
1.1712	13.8868	8.5329	21.0812	-1.3385	21.5831	13.0503	44.0028	3.3462	10.0387	16.3965	14.8907	-1.8404	23.2562	4.6847	51.1972	16.5638	20.412	4004.9375	0
-11.2098	6.8598	6.1905	14.0541	13.5522	19.7427	3.6808	32.1237	-6.3578	4.852	8.3656	9.0348	15.2253	21.7504	-13.5522	45.6759	7.0271	18.2369	4004.9531	0
-10.3733	7.1944	9.3694	12.0464	10.0387	19.2408	4.3501	19.5754	-1.5058	7.1944	17.233	-4.6847	9.5367	18.5715	-17.4004	42.497	5.5213	20.412	4004.9688	0
4.6847	11.0425	10.3733	4.6847	9.0348	20.7466	8.0309	14.2214	9.0348	11.2098	3.0116	7.529	5.354	-0.6692	-5.1866	52.5357	12.2137	21.5831	4004.9844	0
4.3501	22.0851	10.5406	4.0155	15.5599	36.1392	34.8007	-0.8366	6.0232	8.0309	-5.354	32.291	8.3656	3.3462	23.4236	50.528	30.9526	32.4584	4005	0
1.0039	29.1121	11.8791	-0.6692	1.6731	40.6566	32.9603	8.0309	3.6808	8.8675	-4.852	33.6295	-2.0077	3.1789	15.3926	66.7571	39.3181	32.4584	4005.0156	0
2.175	36.6411	19.7427	0.1673	4.1828	41.3259	31.2872	-12.7156	2.0077	9.2021	8.7002	38.8162	0.3346	5.6886	7.8636	50.1933	45.5086	37.4777	4005.0312	0
-1.0039	38.8162	20.0773	3.6808	-6.0232	40.4893	20.9139	-7.6963	2.3424	11.3772	17.5677	30.2833	-11.3772	12.381	3.0116	43.6682	48.1856	30.2833	4005.0469	0
4.5174	37.3104	17.5677	14.5561	-5.6886	31.9564	19.7427	18.4042	14.5561	14.2214	18.9062	26.2678	-20.412	19.91	12.883	52.0338	41.8278	22.4197	4005.0625	0
1.6731	26.6025	11.2098	11.0425	-10.7079	19.7427	-1.1712	38.1469	17.0657	19.2408	15.5599	-1.3385	-34.6334	21.7504	18.4042	40.4893	25.4313	2.3424	4005.0781	0
-5.5213	18.2369	5.8559	6.5251	-13.3849	7.0271	-13.7195	42.3297	9.2021	21.2485	19.7427	-25.0967	-44.8394	14.0541	38.9835	14.0541	15.5599	-10.7079	4005.0938	0
12.2137	20.9139	3.1789	0.1673	-2.5097	-1.6731	-9.5367	40.322	21.0812	14.3888	12.5483	-11.5445	-50.3607	12.5483	44.8394	19.5754	17.4004	-11.8791	4005.1094	0
15.058	19.0735	-0.5019	-4.6847	-1.3385	-12.5483	-15.8946	31.7891	14.2214	-2.5097	24.5947	-7.3617	-56.5512	-7.8636	32.291	34.1315	16.0619	-16.5638	4005.125	0
8.1982	20.2446	-2.3424	-11.3772	1.8404	-18.4042	-16.8984	13.2176	0.3346	1.3385	37.3104	-24.2601	-47.1817	-21.4158	22.2524	26.1005	9.8714	-20.9139	4005.1406	0
27.1044	24.5947	-11.2098	-23.2562	0.5019	-21.5831	-10.3733	-5.6886	16.5638	7.529	37.8123	-44.6721	-49.1895	-9.0348	10.0387	11.0425	4.1828	-19.5754	4005.1562	0
19.5754	28.9448	-20.0773	-36.1392	-2.8443	-14.0541	-3.1789	-16.7311	5.5213	7.529	36.3065	-57.0531	-48.6875	2.3424	16.0619	-6.5251	2.0077	-19.0735	4005.1719	0
11.2098	20.2446	-29.9487	-34.4661	-12.7156	-14.5561	3.8482	-15.058	-5.5213	6.8598	24.5947	-58.8935	-47.0144	1.5058	20.412	-13.3849	-7.6963	-20.0773	4005.1875	0
22.4197	-9.8714	-25.264	-26.1005	-25.0967	-13.0503	9.5367	-14.7234	3.6808	-11.0425	1.1712	-32.6257	-52.8703	4.0155	23.0889	-17.5677	-23.5909	-21.5831	4005.2031	0
6.8598	-34.2988	-10.5406	-4.6847	-32.291	-5.354	17.9023	-2.175	-11.3772	-16.3965	0.6692	-15.5599	-45.174	6.5251	25.0967	-8.3656	-31.4545	-20.2446	4005.2188	0
-6.0232	-58.3916	-3.8482	22.587	-40.8239	-9.3694	14.3888	8.7002	-23.2562	-24.9294	10.8752	-8.3656	-41.8278	-6.8598	20.2446	1.3385	-35.47	-22.9216	4005.2344	0
2.5097	-78.9709	-16.0619	41.4932	-43.1663	-20.5793	13.0503	4.852	-31.1199	-40.322	15.8946	4.5174	-44.0028	-13.0503	16.3965	-5.1866	-39.8201	-27.2717	4005.25	0
-7.6963	-77.2977	-12.381	35.3026	-33.9642	-21.9178	15.5599	7.529	-55.7146	-43.5009	22.4197	14.7234	-32.1237	-14.0541	21.4158	-8.0309	-35.8046	-25.264	4005.2656	0
-2.677	-55.0454	-1.3385	23.2562	-49.8587	-10.3733	23.5909	2.3424	-65.084	-17.5677	38.4816	8.3656	-38.1469	-13.7195	27.941	-10.3733	-18.5715	-17.233	4005.2812	0
3.0116	-38.4816	8.0309	3.5135	-50.1933	-6.5251	26.7698	-2.175	-88.8422	0.1673	54.5434	10.206	-41.9951	-13.8868	27.941	-4.1828	-6.8598	-12.381	4005.2969	0
3.0116	-30.6179	7.1944	-23.7582	-40.322	-3.5135	21.4158	-5.8559	-109.4215	0.5019	58.057	6.6924	-38.4816	-13.3849	24.762	-1.1712	-3.6808	-15.8946	4005.3125	0
7.6963	-22.587	5.5213	-32.1237	-49.6914	-2.3424	14.5561	-7.529	-97.2078	-6.1905	69.7687	-7.8636	-48.3529	-15.058	22.4197	-4.0155	0	-17.5677	4005.3281	0
-7.3617	-10.3733	5.1866	-28.4429	-39.1508	-6.0232	10.7079	-8.3656	-91.0173	12.7156	56.0492	-18.7388	-39.9874	-17.233	21.2485	-6.8598	-2.677	-21.9178	4005.3438	0
25.7659	-29.6141	3.1789	-36.8084	-49.1895	-7.529	10.8752	-9.2021	-65.7533	24.4274	35.6373	-31.7891	-49.6914	-22.9216	22.2524	-4.6847	-4.6847	-22.4197	4005.3594	0
-6.1905	-8.3656	6.8598	-40.8239	-47.3491	-11.2098	9.704	-12.2137	-71.7765	34.6334	29.2794	-40.6566	-47.6837	-27.439	20.0773	-6.0232	-4.1828	-19.0735	4005.375	0
-16.3965	5.0193	9.704	-46.6798	-48.0183	-20.0773	6.0232	-8.1982	-65.7533	38.9835	30.9526	-52.5357	-49.5241	-31.9564	20.2446	-9.0348	-10.5406	-20.2446	4005.3906	0
-37.1431	12.381	9.8714	-41.1585	-46.0106	-23.9255	3.8482	-3.5135	-64.0802	29.1121	27.2717	-48.3529	-49.1895	-30.116	16.8984	-7.1944	-17.5677	-23.5909	4005.4062	0
-67.9283	24.2601	10.3733	-24.0928	-41.3259	-30.6179	1.3385	-3.5135	-69.4341	22.0851	24.0928	-34.1315	-48.8549	-29.6141	13.7195	-9.3694	-24.0928	-23.4236	4005.4219	0
-68.9322	30.4506	12.2137	-5.5213	-42.1624	-34.4661	-0.1673	2.677	-52.5357	18.9062	24.0928	-22.2524	-48.3529	-32.793	11.0425	-4.0155	-24.762	-21.2485	4005.4375	0
-86.1652	37.4777	12.5483	11.3772	-20.9139	-43.6682	-2.5097	6.0232	-52.2011	13.0503	11.7118	2.677	-36.6411	-29.9487	8.5329	-3.0116	-28.9448	-17.4004	4005.4531	0
-101.0559	40.9912	11.2098	11.0425	-20.412	-49.8587	-5.5213	12.7156	-56.2165	7.1944	9.8714	1.3385	-31.7891	-38.4816	4.6847	2.5097	-30.9526	-17.4004	4005.4688	0
-101.8925	37.8123	13.5522	14.8907	-20.9139	-55.7146	-9.5367	14.0541	-59.2281	7.529	12.883	3.1789	-49.3568	-29.2794	1.0039	5.5213	-26.4352	-17.5677	4005.4844	0
-104.9041	31.6218	15.5599	17.233	-0.5019	-66.2552	-14.8907	19.7427	-62.909	5.8559	18.4042	-1.8404	-33.1276	-37.3104	-4.0155	12.5483	-16.8984	-16.5638	4005.5	0
-102.8963	20.9139	12.883	16.0619	-7.6963	-53.0376	-17.735	25.9332	-72.2784	-6.0232	17.9023	7.3617	-18.7388	-37.3104	-3.6808	7.1944	3.0116	-17.9023	4005.5156	0
-84.9941	12.5483	9.2021	14.3888	-30.6179	-57.3877	-21.9178	13.8868	-63.0763	-5.8559	11.7118	8.3656	-48.0183	-37.9796	-10.3733	0.3346	22.2524	-18.4042	4005.5312	0
-73.9515	4.1828	8.0309	17.5677	-42.497	-43.1663	-20.7466	17.735	-57.8897	-10.5406	12.5483	11.7118	-36.4738	-46.1779	-11.2098	5.1866	34.8007	-17.4004	4005.5469	0
-65.084	-3.1789	7.0271	26.2678	-52.3684	-34.2988	-18.5715	33.6295	-51.1972	-16.8984	14.8907	18.2369	-34.6334	-47.851	-11.0425	21.9178	40.1547	-15.3926	4005.5625	0
-31.2872	-16.2292	5.0193	26.1005	-63.9129	-33.1276	-15.058	38.8162	-21.7504	-26.7698	9.8714	22.2524	-46.5125	-43.8355	-9.8714	26.9371	50.6953	-11.0425	4005.5781	0
0.1673	-28.6102	0.8366	13.3849	-35.3026	-25.5986	-14.5561	35.9719	11.8791	-38.4816	5.6886	6.6924	-8.7002	-45.174	-9.5367	23.9255	64.2475	-14.3888	4005.5938	0
-21.9178	-1.8404	-1.5058	-2.677	-17.9023	-3.0116	-0.1673	-0.3346	-21.5831	-5.8559	-3.1789	2.677	-16.3965	-8.3656	2.175	1.1712	-3.3462	0.3346	289.6562	0
-27.1044	-1.3385	-1.0039	-1.8404	-18.4042	-2.8443	0.1673	-0.8366	-27.2717	-4.3501	-2.3424	2.677	-16.0619	-9.3694	2.3424	1.1712	-4.1828	1.0039	289.6719	0
-23.2562	-1.8404	-1.6731	-2.5097	-17.735	-2.677	0.5019	-0.3346	-23.9255	-4.5174	-2.8443	2.0077	-14.2214	-9.2021	2.175	1.0039	-5.0193	0.1673	289.6875	0
-23.7582	-2.8443	-1.3385	-3.1789	-18.7388	-4.0155	-0.5019	-1.5058	-22.9216	-6.0232	-3.6808	1.5058	-16.7311	-10.7079	2.0077	0.6692	-5.8559	1.1712	289.7031	0
-23.4236	-3.1789	-2.0077	-3.0116	-16.8984	-2.8443	-1.1712	-0.6692	-21.4158	-5.8559	-3.3462	-1.0039	-12.7156	-12.0464	1.5058	1.6731	-6.5251	1.1712	289.7188	0
-25.5986	-4.3501	-2.0077	-4.5174	-19.4081	-4.0155	-0.6692	-1.8404	-24.5947	-7.3617	-4.6847	0.1673	-15.058	-11.3772	1.5058	-1.0039	-7.0271	0.1673	289.7344	0
-25.9332	-2.175	-1.5058	0	-18.5715	-2.3424	0.1673	-0.1673	-24.5947	-4.852	-2.3424	2.175	-12.883	-11.0425	1.3385	1.6731	-4.852	0.8366	289.75	0
-23.4236	-1.6731	0	3.0116	-20.0773	-2.0077	-0.6692	0.5019	-19.91	-5.5213	1.0039	2.3424	-14.5561	-11.7118	2.175	1.8404	-5.5213	1.8404	289.7656	0
-26.9371	-2.0077	-0.1673	4.5174	-21.0812	-1.6731	-0.5019	1.5058	-23.0889	-4.852	0.3346	3.0116	-14.3888	-11.7118	0.3346	4.0155	-5.1866	2.175	289.7812	0
-26.9371	-3.0116	0.1673	5.1866	-18.4042	-3.1789	0.5019	1.0039	-22.7543	-5.8559	0.1673	3.8482	-14.0541	-9.5367	1.0039	2.5097	-5.6886	2.0077	289.7969	0
-26.2678	-4.5174	-0.8366	5.354	-18.9062	-2.8443	-1.1712	2.0077	-22.2524	-6.8598	0.1673	2.677	-12.883	-11.3772	1.3385	2.0077	-6.5251	0.8366	289.8125	0
-27.941	-5.6886	-1.1712	2.8443	-21.2485	-2.3424	-1.3385	1.3385	-24.4274	-6.5251	-2.8443	1.8404	-16.0619	-9.8714	0.5019	1.8404	-5.354	-0.1673	289.8281	0
-27.439	-5.5213	-1.5058	4.0155	-19.0735	-2.8443	-1.6731	2.3424	-23.5909	-7.6963	-2.175	3.0116	-12.5483	-11.3772	0.6692	2.0077	-5.5213	0.5019	289.8438	0
-30.116	-5.6886	-1.0039	5.1866	-18.5715	-3.3462	-1.3385	2.3424	-25.5986	-7.6963	0.8366	0.8366	-12.883	-10.8752	1.1712	1.6731	-5.0193	0.3346	289.8594	0
-28.6102	-5.0193	-2.175	-0.6692	-18.7388	-2.5097	-1.5058	0.5019	-26.1005	-8.1982	-3.1789	1.0039	-14.0541	-10.5406	1.0039	1.3385	-4.0155	-0.3346	289.875	0
-26.7698	-4.0155	-1.0039	-0.1673	-16.3965	-3.0116	0.3346	-1.1712	-24.0928	-7.3617	-0.5019	0	-11.7118	-11.2098	-0.6692	3.3462	-2.677	1.3385	289.8906	0
-23.5909	-3.0116	-0.1673	-3.0116	-19.4081	-1.6731	0.3346	-2.0077	-21.9178	-5.8559	2.677	-4.6847	-13.8868	-11.8791	0.8366	2.175	-1.5058	1.3385	289.9062	0
-24.5947	-2.677	0.5019	-2.175	-17.5677	-2.3424	-2.0077	0	-21.7504	-6.3578	4.5174	-5.354	-12.381	-11.5445	1.3385	0.6692	-2.175	0.3346	289.9219	0
-25.7659	-1.5058	1.0039	2.5097	-18.4042	-1.5058	-0.8366	1.5058	-23.7582	-5.6886	8.7002	-3.0116	-12.381	-10.7079	1.8404	2.0077	-1.6731	0.8366	289.9375	0
-27.2717	-0.3346	2.8443	5.8559	-16.2292	-1.1712	-0.3346	3.5135	-25.4313	-6.0232	10.206	2.3424	-11.5445	-8.3656	2.3424	3.3462	-1.3385	2.0077	289.9531	0
-25.7659	0.3346	3.8482	13.3849	-17.233	-0.6692	1.1712	5.8559	-25.0967	-5.8559	11.5445	11.2098	-9.8714	-10.0387	4.1828	4.852	-2.0077	4.5174	289.9688	0
-25.0967	2.3424	6.3578	15.5599	-15.058	0.3346	1.8404	6.5251	-25.5986	-4.852	13.5522	16.0619	-9.3694	-8.7002	4.6847	7.0271	0.5019	4.5174	289.9844	0
-23.4236	2.677	6.1905	11.3772	-14.3888	0.5019	1.3385	5.1866	-22.9216	-4.0155	9.8714	13.8868	-11.0425	-9.704	4.1828	9.2021	1.0039	4.3501	290	0
-24.9294	1.6731	4.3501	4.0155	-15.058	-0.5019	1.6731	4.3501	-29.1121	-6.3578	11.7118	8.8675	-8.5329	-6.8598	4.0155	1.8404	1.1712	5.1866	290.0156	0
-23.4236	3.3462	4.6847	-3.5135	-14.3888	0.8366	3.0116	3.3462	-26.1005	-5.6886	12.0464	0.8366	-8.5329	-8.7002	4.0155	6.0232	2.8443	6.8598	290.0312	0
-23.5909	5.6886	6.3578	-7.3617	-13.7195	1.5058	4.3501	1.6731	-26.7698	-4.5174	8.3656	4.0155	-9.5367	-7.8636	6.3578	4.852	4.1828	9.8714	290.0469	0
-20.7466	7.3617	6.6924	0.3346	-13.0503	2.175	4.852	2.0077	-23.7582	-0.5019	18.5715	-0.6692	-9.8714	-7.6963	5.354	8.1982	5.1866	12.0464	290.0625	0
-23.2562	5.0193	5.354	6.5251	-14.3888	1.3385	4.5174	2.8443	-23.4236	0.1673	28.7775	-11.8791	-10.8752	-8.1982	6.6924	6.6924	3.8482	11.5445	290.0781	0
-24.2601	3.3462	4.1828	15.8946	-16.0619	-0.8366	3.0116	5.0193	-22.2524	1.0039	20.9139	-0.5019	-11.2098	-8.7002	4.1828	6.8598	0.1673	8.1982	290.0938	0
-22.7543	2.677	5.5213	24.4274	-16.0619	0.1673	2.8443	7.1944	-21.2485	-3.8482	-1.3385	36.3065	-9.0348	-10.8752	3.3462	10.7079	-1.0039	9.5367	290.1094	0
-25.264	3.0116	6.1905	29.9487	-15.058	3.0116	5.0193	8.0309	-23.7582	-8.5329	-18.5715	64.7494	-9.704	-6.1905	6.0232	10.8752	3.5135	13.8868	290.125	0
-26.4352	6.0232	9.0348	30.4506	-16.0619	3.8482	6.1905	8.0309	-24.762	-8.1982	-19.0735	71.1072	-10.3733	-6.3578	5.8559	12.883	5.5213	15.7272	290.1406	0
-22.7543	9.2021	13.5522	30.116	-15.3926	4.852	8.7002	6.0232	-23.2562	-3.5135	-10.3733	67.2591	-10.0387	-7.0271	7.529	13.7195	7.3617	19.2408	290.1562	0
-21.4158	16.2292	17.9023	29.4468	-13.0503	8.3656	11.0425	5.5213	-23.4236	-0.8366	1.3385	65.084	-8.8675	-3.5135	8.0309	16.2292	13.0503	23.2562	290.1719	0
-23.4236	13.7195	12.7156	26.7698	-14.5561	8.1982	9.2021	5.5213	-22.587	3.0116	4.6847	44.6721	-9.8714	-4.0155	8.1982	14.0541	12.5483	21.2485	290.1875	0
-26.6025	13.2176	6.5251	14.5561	-14.2214	7.3617	9.2021	3.5135	-22.2524	4.852	-6.0232	31.1199	-8.7002	-5.8559	8.5329	11.8791	15.5599	22.2524	290.2031	0
-24.2601	19.7427	8.7002	11.3772	-11.8791	10.7079	12.7156	1.5058	-21.4158	9.5367	0.8366	26.6025	-8.0309	-2.3424	9.0348	14.3888	22.587	25.5986	290.2188	0
-21.2485	23.5909	14.8907	-9.704	-12.7156	10.3733	13.5522	2.3424	-21.0812	12.381	1.6731	14.5561	-10.7079	-1.5058	11.8791	13.8868	24.0928	24.2601	290.2344	0
-20.2446	27.439	17.5677	-24.0928	-12.0464	8.8675	12.5483	3.8482	-18.5715	15.8946	10.7079	-7.3617	-6.3578	-3.6808	10.7079	12.5483	22.9216	17.233	290.25	0
-20.9139	26.9371	11.5445	-40.4893	-13.3849	7.1944	9.3694	4.852	-20.0773	12.5483	1.0039	-16.3965	-9.2021	-4.0155	9.3694	11.8791	23.2562	10.7079	290.2656	0
-19.7427	23.9255	1.5058	-38.6489	-16.2292	5.0193	7.3617	3.3462	-15.8946	12.883	-13.5522	-16.3965	-12.5483	-6.1905	8.5329	9.704	20.5793	5.8559	290.2812	0
-15.8946	20.9139	-5.0193	-29.4468	-15.2253	2.175	5.1866	4.852	-10.5406	16.0619	-10.7079	-24.2601	-11.5445	-7.0271	7.6963	7.8636	13.0503	-1.1712	290.2969	0
-19.4081	18.4042	0.8366	-24.9294	-18.0696	0.5019	4.852	7.8636	-11.8791	27.2717	-7.0271	-33.4622	-13.2176	-5.8559	7.529	6.6924	7.0271	0.8366	290.3125	0
-13.2176	13.8868	2.677	-29.7814	-14.7234	-2.0077	4.0155	6.0232	-8.0309	19.91	-11.7118	-26.6025	-10.7079	-7.529	6.3578	5.1866	2.0077	-2.677	290.3281	0
-12.5483	16.0619	-7.0271	-37.9796	-15.8946	-1.8404	3.1789	3.8482	-14.0541	4.852	-10.3733	-21.9178	-13.0503	-8.8675	6.8598	4.3501	3.1789	-8.0309	290.3438	0
-3.0116	13.3849	-17.9023	-26.6025	-16.3965	-1.8404	4.0155	6.5251	-12.0464	0.1673	11.2098	-33.4622	-15.3926	-7.3617	8.8675	6.1905	-0.3346	-5.8559	290.3594	0
-4.6847	12.5483	-26.4352	-20.0773	-18.5715	-5.354	1.5058	5.5213	-10.3733	-1.1712	2.8443	-29.9487	-14.8907	-11.5445	6.8598	2.677	-6.3578	-5.6886	290.375	0
-2.677	27.2717	-33.4622	-29.1121	-16.0619	-1.5058	4.6847	-0.5019	-14.2214	-5.354	-18.9062	0.5019	-13.7195	-8.8675	6.3578	2.8443	1.8404	-3.0116	290.3906	0
4.0155	27.6063	-38.1469	-20.2446	-12.381	0	5.0193	-2.0077	-17.5677	-18.9062	-5.1866	14.8907	-12.883	-8.3656	6.8598	5.0193	4.0155	-3.6808	290.4062	0
-14.5561	-13.3849	-7.0271	17.0657	-13.0503	0.1673	5.8559	0.3346	-27.2717	-41.4932	28.1083	22.7543	-14.3888	-6.6924	10.0387	4.3501	-2.0077	2.677	290.4219	0
-24.4274	-44.6721	2.175	51.0299	-15.2253	-0.5019	4.1828	2.3424	-30.4506	-46.3452	41.3259	19.5754	-13.8868	-7.6963	6.6924	5.6886	-7.0271	3.8482	290.4375	0
-26.1005	-54.3761	-1.6731	48.3529	-14.3888	-4.0155	2.677	2.175	-31.1199	-40.1547	35.9719	1.5058	-13.2176	-9.0348	8.1982	0.5019	-12.381	-1.5058	290.4531	0
-26.6025	-53.8742	7.529	42.1624	-15.8946	-3.3462	2.0077	3.0116	-43.6682	-63.4109	36.4738	39.8201	-15.8946	-8.5329	8.7002	1.5058	-15.2253	2.175	290.4688	0
-28.1083	-32.1237	12.7156	35.8046	-12.2137	-3.0116	2.8443	-0.1673	-55.5473	-62.2397	55.5473	50.528	-13.8868	-8.1982	6.5251	3.0116	-8.7002	4.0155	290.4844	0
-30.2833	-14.3888	16.5638	27.2717	-9.8714	-1.3385	3.1789	-3.3462	-73.9515	-37.9796	72.9477	38.1469	-12.883	-9.704	7.0271	4.1828	-5.8559	5.5213	290.5	0
-22.587	-3.8482	12.5483	4.0155	-8.1982	-0.5019	1.6731	-7.8636	-95.3673	-2.8443	76.1266	12.2137	-13.2176	-8.1982	5.0193	1.5058	-1.0039	1.3385	290.5156	0
-23.9255	13.0503	12.381	-14.2214	-8.3656	0.5019	0.1673	-9.0348	-102.729	20.5793	75.9593	-6.5251	-12.7156	-7.529	4.6847	-1.1712	3.6808	-1.0039	290.5312	0
-25.7659	26.9371	16.3965	4.0155	-5.354	6.0232	1.5058	-8.1982	-108.7522	33.9642	70.9399	25.4313	-8.7002	-5.354	7.3617	0.6692	14.5561	3.3462	290.5469	0
-13.2176	13.3849	15.7272	-22.0851	-12.2137	5.0193	3.1789	-8.0309	-105.0714	32.6257	49.1895	17.0657	-13.2176	-5.1866	6.6924	-0.3346	16.0619	4.3501	290.5625	0
-12.0464	8.3656	15.7272	-39.1508	-16.0619	2.8443	4.852	-6.5251	-101.8925	37.8123	39.1508	-2.175	-13.8868	-6.3578	7.529	-2.175	17.233	2.677	290.5781	0
-13.7195	9.704	6.0232	-57.3877	-17.5677	3.0116	-1.5058	-4.0155	-94.8654	31.9564	31.7891	-24.2601	-16.3965	-4.5174	5.0193	-4.1828	19.4081	-1.0039	290.5938	0
-18.9062	7.529	2.8443	-42.3297	-16.5638	6.3578	-11.7118	-0.5019	-94.3635	27.2717	41.4932	-25.264	-14.8907	-5.8559	2.5097	-4.1828	15.3926	-4.5174	290.6094	0
-29.4468	4.852	1.8404	-19.2408	-15.5599	4.1828	-15.7272	3.6808	-83.4883	18.0696	31.7891	-8.3656	-14.2214	-8.3656	0.8366	-1.6731	9.704	-4.852	290.625	0
-51.6991	23.5909	6.6924	-1.6731	-15.8946	1.6731	-14.2214	5.5213	-76.6285	14.7234	26.1005	12.7156	-16.2292	-7.8636	-0.1673	1.3385	12.0464	-2.8443	290.6406	0
6.6924	-3.1789	-2.3424	-0.1673	13.2176	2.8443	-3.0116	-7.1944	-3.8482	-6.8598	3.5135	8.1982	6.3578	5.354	-3.0116	-2.8443	8.3656	-1.6731	2616.1562	0
15.2253	-2.175	-3.0116	0	17.735	2.5097	-3.1789	-6.8598	6.1905	-8.0309	3.5135	8.3656	8.3656	6.5251	-1.6731	-3.0116	10.0387	-2.3424	2616.1719	0
12.7156	-2.8443	-2.5097	0.5019	18.0696	1.8404	-3.1789	-6.6924	1.1712	-6.1905	3.6808	9.2021	6.6924	8.5329	-3.1789	-2.0077	10.0387	-2.677	2616.1875	0
12.883	-2.175	-2.3424	-0.1673	17.5677	2.3424	-2.677	-7.529	3.5135	-8.1982	4.3501	8.5329	6.1905	8.5329	-1.5058	-3.5135	10.8752	-3.0116	2616.2031	0
